LinkID,SampleID,Al,Si,P,S,Cl,K,Ca,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,Ga,Ge,Arsenic,Se,Br,Rb,Sr,Y,Zr,Mo,Pd,Ag,Cd,Indium,Sn,Sb,Ba,La,Hg,Pb,datestarted,dateended,Al_flag,Si_flag,P_flag,S_flag,Cl_flag,K_flag,Ca_flag,Ti_flag,V_flag,Cr_flag,Mn_flag,Fe_flag,Co_flag,Ni_flag,Cu_flag,Zn_flag,Ga_flag,Ge_flag,Arsenic_flag,Se_flag,Br_flag,Rb_flag,Sr_flag,Y_flag,Zr_flag,Mo_flag,Pd_flag,Ag_flag,Cd_flag,Indium_flag,Sn_flag,Sb_flag,Ba_flag,La_flag,Hg_flag,Pb_flag
TX007120,10000,0.00125,0.243061,0.0007,2.85242,0.028094,0.0858224,0.134765,0.00730297,0.00466376,0.000407215,0.00727608,0.138299,0.00015,0.00228194,0.002,0.0226657,0.00065,0.0003,0.0017249,0.00142141,0.00522464,0.00015,0.00015,0.0002,0.00060698,0.00045,0.0008,0.00105,0.00085,0.0007,0.0037,0.00165,0.0214748,0.00425,0.0004,0.00397995,"1999-08-31 00:00:00","1999-09-02 00:00:00",ND,,ND,,,,,,,,,,ND,,<DL,,ND,ND,,,,ND,<DL,<DL,,ND,<DL,<DL,<DL,ND,<DL,<DL,,<DL,ND,
TX001120,10001,0.379738,0.76264,0.0007,0.44584,0.136284,0.0997514,0.122465,0.0232976,0.00095286,0.000812217,0.00533742,0.244368,0.00015,0.001,0.00568552,0.00290077,0.00065,0.0003,0.00116031,0.000534446,0.00095286,0.00015,0.000787604,0.0002,0.00025,0.00045,0.0008,0.00105,0.00085,0.0007,0.0037,0.00165,0.00985,0.00425,0.0004,0.00157872,"1999-06-23 00:00:00","1999-06-25 00:00:00",,,ND,,,,,,,,,,ND,<DL,,,<DL,<DL,,,,ND,,ND,ND,<DL,ND,<DL,ND,<DL,<DL,ND,<DL,ND,<DL,
TX001110,10002,0.104469,0.24804,0.0007,0.217415,0.0360225,0.0379603,0.0673735,0.00931879,5e-05,0.000342577,0.00178209,0.0711107,0.00015,0.001,0.00406594,0.00205546,0.00065,0.0003,0.0002,0.00015,0.0003668,0.00015,0.00015,0.0002,0.00025,0.00045,0.0008,0.00105,0.00085,0.0007,0.0037,0.00165,0.00985,0.00425,0.0004,0.00075,"1999-06-23 00:00:00","1999-06-25 00:00:00",,,ND,,,,,,ND,,,,ND,<DL,,,<DL,<DL,<DL,ND,,ND,<DL,ND,<DL,ND,<DL,ND,ND,<DL,<DL,<DL,<DL,ND,<DL,<DL
TX009110,10005,0.0129188,0.0852426,0.0007,0.538939,0.0372534,0.029452,0.167121,0.00755803,0.000543949,0.00278774,0.00080161,0.043516,0.00015,0.001,0.002,0.00422634,0.00065,0.0003,0.0002,0.00015,0.000518899,0.00015,0.00015,0.0002,0.00025,0.00045,0.0008,0.00105,0.00085,0.0007,0.0037,0.00165,0.00985,0.00425,0.0004,0.00075,"1999-09-02 00:00:00","1999-09-04 00:00:00",,,ND,,,,,,,,,,ND,<DL,<DL,,<DL,<DL,<DL,<DL,,<DL,<DL,<DL,<DL,<DL,ND,ND,<DL,<DL,<DL,<DL,<DL,ND,<DL,<DL
TX009120,10006,0.00693533,0.114004,0.0007,1.40637,0.012,0.0325603,0.0764674,0.00431849,0.00245239,0.000307442,0.00346766,0.0997758,0.00015,0.001,0.002,0.00693533,0.00065,0.0003,0.00106175,0.000425414,0.00221645,0.00015,0.00015,0.0002,0.00025,0.00045,0.0008,0.00105,0.00085,0.0007,0.0037,0.00165,0.0201268,0.00425,0.0004,0.00155866,"1999-09-02 00:00:00","1999-09-04 00:00:00",,,ND,,<DL,,,,,,,,ND,<DL,<DL,,<DL,ND,,,,ND,<DL,ND,<DL,ND,<DL,<DL,ND,<DL,<DL,<DL,,<DL,ND,
TX011120,10009,0.0290464,0.228021,0.0007,1.55414,0.012,0.0728254,0.254397,0.0109402,0.0119275,0.00141716,0.00651749,0.154248,0.00015,0.00504932,0.002,0.0332068,0.00065,0.0003,0.000721332,0.000987278,0.00396733,0.00015,0.000360666,0.0002,0.000575608,0.00112936,0.0008,0.00105,0.00085,0.0007,0.0037,0.00165,0.00985,0.00425,0.0004,0.00291083,"1999-09-08 00:00:00","1999-09-10 00:00:00",,,ND,,<DL,,,,,,,,ND,,<DL,,ND,ND,,,,<DL,,ND,,,<DL,<DL,<DL,<DL,<DL,<DL,<DL,ND,ND,
TX011110,10013,0.111682,0.462678,0.0007,0.825852,0.0861415,0.0922842,0.41562,0.0148646,0.0034629,0.00102019,0.00431426,0.121992,0.00015,0.001,0.00540629,0.0174007,0.00065,0.0003,0.0002,0.00015,0.00222718,0.00015,0.00125728,0.0002,0.000757959,0.00045,0.0008,0.00105,0.00085,0.00163446,0.0037,0.00165,0.00985,0.00425,0.0004,0.0027265,"1999-09-08 00:00:00","1999-09-10 00:00:00",,,ND,,,,,,,,,,ND,<DL,,,ND,ND,ND,<DL,,<DL,,ND,,ND,ND,ND,<DL,,<DL,<DL,<DL,ND,ND,
CA007110,10016,0.00125,0.0858609,0.0007,3.65563,0.0320166,0.0539404,0.0505629,0.0062053,0.00703642,0.000460265,0.00181457,0.0596026,0.00015,0.00297351,0.002,0.00749669,0.00065,0.0003,0.0002,0.000655629,0.00874172,0.00015,0.000546358,0.0002,0.00126821,0.00045,0.0008,0.00105,0.00085,0.0007,0.0037,0.00165,0.0230795,0.00425,0.0004,0.00421854,"1999-09-16 00:00:00","1999-09-18 00:00:00",ND,,ND,,,,,,,,,,ND,,<DL,,<DL,ND,ND,,,ND,,ND,,ND,<DL,<DL,<DL,ND,<DL,ND,,<DL,<DL,
CA007120,10017,0.00125,0.0705649,0.0007,3.81236,0.06148,0.0468451,0.0428147,0.00468781,0.00858936,0.000545094,0.00187645,0.0642881,0.00015,0.00342253,0.002,0.0112289,0.00065,0.0003,0.0002,0.00041295,0.0126231,0.00015,0.000370003,0.0002,0.00025,0.00045,0.0008,0.00105,0.00085,0.0007,0.0037,0.00165,0.00985,0.00425,0.0004,0.00442682,"1999-09-16 00:00:00","1999-09-18 00:00:00",ND,,ND,,,,,,,,,,ND,,<DL,,<DL,<DL,<DL,,,ND,,ND,<DL,<DL,<DL,<DL,ND,ND,<DL,<DL,<DL,ND,<DL,
CA008120,10018,0.00125,0.140834,0.0007,1.66728,0.0415714,0.0823681,0.110144,0.0101033,0.00864257,0.000339358,0.00348211,0.244412,0.00015,0.00340834,0.00912947,0.0132202,0.00065,0.0003,0.0002,0.000826263,0.00856879,0.00015,0.00167835,0.0002,0.00121726,0.00045,0.0008,0.00105,0.00085,0.0007,0.0037,0.00438215,0.0325968,0.00425,0.0004,0.00747326,"1999-09-20 00:00:00","1999-09-22 00:00:00",ND,,ND,,,,,,,,,,ND,,,,ND,ND,ND,,,ND,,<DL,,<DL,ND,<DL,ND,<DL,<DL,,,ND,ND,
CA008110,10019,0.00830893,0.153514,0.0007,1.41874,0.148902,0.27877,0.130344,0.0140117,0.00864934,0.00015,0.00198023,0.211274,0.00015,0.00311493,0.00980966,0.0134078,0.00065,0.0003,0.00045754,0.000508785,0.00869692,0.00015,0.00101391,0.0002,0.00144949,0.00045,0.0008,0.00105,0.00085,0.0007,0.0037,0.00165,0.00985,0.00425,0.0004,0.00599195,"1999-09-20 00:00:00","1999-09-22 00:00:00",,,ND,,,,,,,ND,,,ND,,,,<DL,<DL,,,,ND,,ND,,<DL,ND,ND,ND,<DL,<DL,<DL,<DL,<DL,<DL,
NJ004210,10023,0.00125,0.0586507,0.0007,0.444084,0.06246,0.140329,0.0394665,0.00342157,0.00369269,0.0138407,0.00215178,0.0900179,0.00015,0.00369269,0.00672646,0.0402558,0.00065,0.0003,0.000428984,0.000703533,0.00396381,0.000542235,0.00015,0.0002,0.000655487,0.00113252,0.0008,0.00228906,0.00085,0.0007,0.0037,0.00165,0.00985,0.00425,0.0004,0.00493846,"1999-10-14 00:00:00","1999-10-16 00:00:00",ND,,ND,,,,,,,,,,<DL,,,,<DL,<DL,,,,,<DL,ND,,,<DL,,<DL,<DL,<DL,ND,<DL,ND,<DL,
NJ004220,10024,0.00125,0.0605713,0.0007,0.636996,0.012,0.0304919,0.0326714,0.00587494,0.00700936,0.023211,0.00306294,0.162979,0.00015,0.00576149,0.0125233,0.0511865,0.00065,0.0003,0.000952228,0.000883475,0.00269855,0.00015,0.000611901,0.0002,0.000770033,0.00045,0.0008,0.00105,0.00085,0.0007,0.0037,0.00165,0.00985,0.00425,0.0004,0.00587494,"1999-10-14 00:00:00","1999-10-16 00:00:00",ND,,ND,,<DL,,,,,,,,ND,,,,<DL,<DL,,,,<DL,,ND,,<DL,<DL,<DL,ND,<DL,<DL,<DL,<DL,<DL,ND,
NJ011110,10026,0.00335788,0.0597349,0.0007,0.813314,0.012,0.12608,0.0593108,0.00473638,0.0043405,0.000699853,0.0021243,0.0796348,0.00015,0.00545744,0.00800236,0.0263611,0.00065,0.0003,0.00116642,0.000466569,0.00310339,0.00015,0.00015,0.0002,0.00025,0.00045,0.0008,0.00105,0.00085,0.0007,0.0037,0.00165,0.00985,0.00425,0.0004,0.00508631,"1999-10-19 00:00:00","1999-10-21 00:00:00",,,ND,,<DL,,,,,,,,ND,,,,<DL,ND,,,,ND,ND,ND,ND,ND,ND,<DL,<DL,ND,<DL,<DL,<DL,ND,ND,
NJ011120,10027,0.00125,0.0585124,0.0007,1.07184,0.012,0.0378003,0.0347948,0.00536807,0.00590808,0.00103027,0.00295582,0.11905,0.00015,0.00689217,0.00614255,0.0270109,0.00065,0.0003,0.00119725,0.000749612,0.0037978,0.00015,0.00015,0.0002,0.00025,0.000913034,0.0008,0.00105,0.00085,0.0007,0.0037,0.00368056,0.00985,0.00425,0.0004,0.00759559,"1999-10-19 00:00:00","1999-10-21 00:00:00",ND,,ND,,<DL,,,,,,,,ND,,,,ND,ND,,,,<DL,<DL,ND,<DL,,<DL,ND,<DL,ND,<DL,,<DL,ND,ND,
TX010210,10029,0.0502853,0.207987,0.00689526,0.653532,0.0447804,0.338164,0.158901,0.00561431,0.00659178,0.00694113,0.00395931,0.0774923,0.00015,0.00267835,0.002,0.0235688,0.00065,0.0003,0.00132683,0.000511675,0.0032606,0.00015,0.000652827,0.0002,0.00025,0.00045,0.0008,0.00105,0.00085,0.0007,0.0037,0.00165,0.00985,0.00425,0.0004,0.00205023,"1999-12-21 00:00:00","1999-12-23 00:00:00",,,,,,,,,,,,,<DL,,<DL,,ND,<DL,,,,<DL,,ND,<DL,<DL,<DL,<DL,ND,ND,<DL,ND,<DL,<DL,<DL,
CA001110,10030,0.00125,0.128174,0.0007,1.90121,0.0311163,0.0962553,0.138267,0.00962554,0.00638017,0.00015,0.00108416,0.071077,0.00015,0.00294222,0.00524964,0.0112268,0.00065,0.0003,0.0002,0.000777461,0.00371969,0.00015,0.00167261,0.0002,0.00025,0.00045,0.0008,0.00105,0.00085,0.0007,0.0037,0.00165,0.022878,0.00425,0.00089515,0.00451855,"1999-07-13 00:00:00","1999-07-15 00:00:00",<DL,,ND,,,,,,,<DL,,,ND,,,,<DL,<DL,<DL,,,<DL,,ND,<DL,ND,ND,<DL,<DL,ND,<DL,<DL,,<DL,,
TX008220,10034,0.0742723,0.297014,0.0007,1.09,0.012,0.317858,0.194673,0.00598618,0.00717514,0.000842806,0.00491762,0.104975,0.000793894,0.00270526,0.002,0.0228724,0.00065,0.0003,0.000718643,0.000895482,0.00993308,0.00015,0.000744981,0.0002,0.00025,0.00045,0.0008,0.00105,0.00085,0.0007,0.0037,0.00613292,0.0221989,0.00425,0.000842806,0.00595985,"1999-11-29 00:00:00","1999-12-01 00:00:00",,,ND,,<DL,,,,,,,,,,<DL,,ND,<DL,,,,<DL,,<DL,<DL,<DL,ND,<DL,<DL,<DL,<DL,,,<DL,,
TX009210,10035,0.0294633,0.104357,0.00177287,0.341922,0.0515813,0.0596805,0.168143,0.00837542,0.000836049,0.00226554,0.0014295,0.0553883,0.00015,0.001,0.002,0.0105178,0.00065,0.0003,0.0002,0.000690487,0.00177287,0.00015,0.000813655,0.000444151,0.00025,0.00045,0.0008,0.00105,0.00085,0.0007,0.0037,0.00165,0.00985,0.00425,0.0004,0.00234019,"1999-11-22 00:00:00","1999-11-24 00:00:00",,,,,,,,,,,,,<DL,<DL,<DL,,<DL,ND,ND,,,<DL,,,ND,<DL,ND,<DL,ND,<DL,<DL,ND,<DL,ND,ND,
TX009220,10037,0.0170384,0.135893,0.0007,0.724097,0.012,0.0507011,0.142784,0.00468806,0.00209588,0.000753375,0.00303849,0.0668754,0.000849778,0.001,0.002,0.0161886,0.00065,0.0003,0.0002,0.00122468,0.00252077,0.00015,0.000517722,0.0002,0.00025,0.00045,0.0008,0.00105,0.00085,0.0007,0.0037,0.00165,0.00985,0.00425,0.0004,0.00075,"1999-11-22 00:00:00","1999-11-24 00:00:00",,,ND,,ND,,,,,,,,,<DL,<DL,,ND,ND,<DL,,,<DL,,ND,<DL,<DL,<DL,<DL,ND,<DL,<DL,<DL,<DL,ND,ND,<DL
CA001120,10038,0.00125,0.0606136,0.0007,2.48662,0.012,0.0652158,0.0842312,0.00680343,0.00861934,0.00015,0.00103461,0.0510168,0.00015,0.00346058,0.002,0.00769889,0.00065,0.0003,0.0002,0.00122369,0.00423832,0.00015,0.00141277,0.0002,0.00025,0.00045,0.0008,0.00105,0.00085,0.0007,0.0037,0.00165,0.0248662,0.0123618,0.0004,0.00235462,"1999-07-13 00:00:00","1999-07-15 00:00:00",ND,,ND,,ND,,,,,<DL,,,ND,,<DL,,<DL,<DL,ND,,,<DL,,ND,<DL,<DL,<DL,ND,ND,<DL,<DL,ND,,,ND,
NJ002110,10040,0.00811855,0.0783631,0.0007,0.951926,0.012,0.0746697,0.042091,0.00462374,0.0020941,0.00015,0.00296519,0.0647045,0.00015,0.001,0.002,0.00933807,0.00065,0.0003,0.0002,0.000574918,0.00248435,0.00015,0.00015,0.0002,0.00025,0.00045,0.0008,0.00105,0.00085,0.0007,0.0037,0.00165,0.00985,0.00425,0.0004,0.00581887,"1999-06-23 00:00:00","1999-06-25 00:00:00",,,ND,,<DL,,,,,<DL,,,ND,<DL,<DL,,ND,ND,<DL,,,ND,<DL,ND,<DL,ND,ND,<DL,ND,<DL,<DL,ND,<DL,ND,ND,
TX002120,10041,1.16495,2.2408,0.0007,0.867419,0.264748,0.234213,0.330238,0.0633818,0.00202318,0.00114931,0.0125471,0.651159,0.00015,0.001,0.002,0.00475703,0.00065,0.0003,0.000955487,0.00015,0.00150294,0.00100989,0.00412798,0.00054745,0.00120371,0.00045,0.0008,0.00105,0.00085,0.0007,0.0037,0.00165,0.0375054,0.013285,0.0004,0.00188717,"1999-06-29 00:00:00","1999-07-01 00:00:00",,,ND,,,,,,,,,,ND,<DL,<DL,,<DL,<DL,,ND,,,,,,<DL,ND,<DL,ND,ND,<DL,ND,,,<DL,
TX002110,10042,0.0712064,0.16923,0.0007,0.150543,0.0687804,0.099171,0.0608139,0.0132578,0.000314724,0.00015,0.00086877,0.0421599,0.00015,0.001,0.002,0.00371768,0.00065,0.0003,0.0002,0.000314724,0.000632727,0.00015,0.000658954,0.0002,0.00110809,0.00045,0.0008,0.00105,0.00085,0.0007,0.0037,0.00165,0.00985,0.00425,0.0004,0.00075,"1999-06-29 00:00:00","1999-07-01 00:00:00",,,ND,,,,,,,<DL,,,ND,<DL,<DL,,ND,ND,ND,,,<DL,,ND,,<DL,ND,ND,ND,ND,<DL,ND,<DL,<DL,ND,<DL
NJ002120,10043,0.00125,0.0618227,0.0007,1.13851,0.012,0.0307086,0.0304371,0.00358427,0.00297258,0.000542968,0.00333341,0.0913423,0.00015,0.001,0.002,0.00997961,0.00065,0.0003,0.000429563,0.000817888,0.0029932,0.00015,0.00015,0.0002,0.00025,0.00045,0.0008,0.00105,0.00085,0.0007,0.0037,0.00165,0.023839,0.00425,0.0004,0.00306193,"1999-06-23 00:00:00","1999-06-25 00:00:00",<DL,,ND,,ND,,,,,,,,ND,<DL,<DL,,ND,ND,,,,ND,<DL,ND,<DL,<DL,ND,ND,<DL,ND,<DL,<DL,,<DL,ND,
NJ003110,10044,0.00125,0.0505733,0.0007,0.686937,0.125683,0.617663,0.0714237,0.00301665,0.00659978,0.000406088,0.00504368,0.0843571,0.00015,0.0025662,0.00481845,0.0125887,0.00065,0.0003,0.000832651,0.000945264,0.0039858,0.000361725,0.000699563,0.0002,0.00108176,0.00045,0.0008,0.00105,0.00085,0.0007,0.0185811,0.00165,0.00985,0.00425,0.0004,0.00414278,"1999-07-13 00:00:00","1999-07-15 00:00:00",ND,,ND,,,,,,,,,,ND,,,,ND,<DL,,,,,,<DL,,ND,ND,ND,<DL,<DL,,ND,<DL,ND,<DL,
NJ003120,10045,0.0100935,0.115085,0.0007,0.814285,0.012,0.0412364,0.101878,0.00729386,0.00838204,0.000512086,0.00540386,0.150931,0.00015,0.00324771,0.00626969,0.0193885,0.00065,0.0003,0.0002,0.00093321,0.00320054,0.00015,0.000579466,0.0002,0.00200118,0.00045,0.0008,0.00105,0.00085,0.0007,0.0246374,0.00165,0.00985,0.00425,0.0004,0.00620231,"1999-07-13 00:00:00","1999-07-15 00:00:00",,,ND,,<DL,,,,,,,,ND,,,,<DL,ND,<DL,,,<DL,,ND,,ND,<DL,ND,ND,<DL,,<DL,<DL,ND,ND,
NJ005120,10048,0.00125,0.0866699,0.0007,2.76732,0.012,0.0544606,0.0809011,0.00471465,0.019693,0.00015,0.00178903,0.0877,0.00015,0.00589245,0.002,0.0158403,0.00065,0.0003,0.000590619,0.00133576,0.00577914,0.00015,0.000497906,0.0002,0.00025,0.00045,0.0008,0.00105,0.00292219,0.0007,0.0037,0.00165,0.00985,0.00425,0.0004,0.00555251,"1999-08-10 00:00:00","1999-08-12 00:00:00",ND,,ND,,<DL,,,,,ND,,,ND,,<DL,,<DL,<DL,,,,ND,,<DL,<DL,ND,<DL,<DL,,<DL,<DL,<DL,<DL,ND,<DL,
NJ001110,10052,0.00285273,0.0671074,0.0007,1.14488,0.012,0.0329505,0.0637312,0.00818642,0.00247717,0.000424874,0.00207885,0.0757187,0.00015,0.0031031,0.002,0.0117941,0.00065,0.0003,0.0002,0.000500745,0.00212816,0.00015,0.00015,0.0002,0.00025,0.00045,0.0008,0.00105,0.00085,0.0007,0.0037,0.00165,0.00985,0.00425,0.0004,0.0056827,"1999-06-08 00:00:00","1999-06-10 00:00:00",,,ND,,<DL,,,,,,,,ND,,<DL,,<DL,<DL,<DL,,,ND,<DL,ND,<DL,<DL,ND,<DL,<DL,ND,<DL,ND,<DL,<DL,<DL,
NJ001120,10053,0.01718,0.147431,0.0007,1.31578,0.012,0.0409591,0.0764987,0.00693466,0.002824,0.000390789,0.0034323,0.150232,0.00015,0.00367563,0.00433186,0.0151818,0.00065,0.0003,0.0002,0.000582496,0.00270234,0.000412909,0.000729964,0.0002,0.000704157,0.00045,0.0008,0.00105,0.00085,0.0007,0.0037,0.00165,0.00985,0.00425,0.0004,0.00761669,"1999-06-08 00:00:00","1999-06-10 00:00:00",,,ND,,<DL,,,,,,,,ND,,,,<DL,<DL,<DL,,,,,<DL,,ND,ND,<DL,ND,ND,<DL,<DL,<DL,ND,ND,
CA016110,10060,0.00125,0.199892,0.0007,1.69086,0.0738534,0.0665583,0.084507,0.00929577,0.00381365,0.000548935,0.00219213,0.11506,0.00015,0.001,0.00660166,0.0107981,0.00065,0.0003,0.0002,0.00015,0.00498014,0.00015,0.00107259,0.0002,0.00133622,0.00045,0.0008,0.00105,0.00085,0.0007,0.00774648,0.00165,0.0199278,0.00425,0.0004,0.00336222,"1999-10-27 00:00:00","1999-10-29 00:00:00",ND,,ND,,,,,,,,,,ND,<DL,,,ND,ND,<DL,<DL,,ND,,ND,,ND,<DL,<DL,<DL,<DL,,<DL,,ND,ND,
CA016120,10063,0.00125,0.0675932,0.0007,1.47643,0.224631,0.0503519,0.0390218,0.00364532,0.00236805,0.00015,0.00232231,0.105067,0.00015,0.001,0.00429627,0.00954609,0.00065,0.0003,0.0002,0.000510204,0.00619986,0.00015,0.000555947,0.0002,0.00025,0.00045,0.0008,0.00105,0.00085,0.0007,0.0037,0.00165,0.0262667,0.00425,0.0004,0.00364532,"1999-10-27 00:00:00","1999-10-29 00:00:00",ND,,ND,,,,,,,<DL,,,ND,<DL,,,ND,ND,ND,,,ND,,ND,ND,ND,ND,ND,<DL,ND,<DL,<DL,,ND,ND,
CA009120,10064,0.00125,0.0593553,0.0007,2.55781,0.134548,0.0396987,0.0368956,0.00529432,0.00659075,0.00015,0.00268395,0.0925368,0.00015,0.00289068,0.002,0.0138753,0.00065,0.0003,0.0002,0.000739313,0.00837071,0.00015,0.000487036,0.0002,0.000879467,0.00045,0.0008,0.00105,0.00085,0.0007,0.0037,0.00165,0.00985,0.00425,0.0004,0.00404695,"1999-09-27 00:00:00","1999-09-29 00:00:00",ND,,ND,,,,,,,ND,,,ND,,<DL,,ND,ND,ND,,,<DL,,ND,,<DL,ND,<DL,<DL,ND,<DL,<DL,<DL,<DL,ND,
CA009110,10065,0.00125,0.0973372,0.0007,2.25729,0.0564232,0.0393667,0.0525369,0.0072688,0.00472472,0.000331054,0.00116229,0.0584383,0.00015,0.0022814,0.002,0.0110903,0.00065,0.0003,0.00118748,0.00050018,0.00698093,0.00015,0.000640518,0.0002,0.00173444,0.00045,0.0008,0.00105,0.00085,0.0007,0.0037,0.00165,0.00985,0.00425,0.0004,0.00335013,"1999-09-27 00:00:00","1999-09-29 00:00:00",ND,,ND,,,,,,,,,,ND,,<DL,,<DL,<DL,,,,ND,,<DL,,<DL,ND,<DL,<DL,ND,<DL,<DL,<DL,ND,ND,
CA014110,10066,0.032941,0.183267,0.0007,0.383195,0.012,0.0821079,0.112133,0.0122383,0.00212604,0.000550525,0.00303513,0.22079,0.00015,0.001,0.0102789,0.0152988,0.00065,0.0003,0.0002,0.00015,0.00332126,0.00015,0.00344078,0.0002,0.00186527,0.00045,0.0008,0.00105,0.00085,0.0007,0.0037,0.00337197,0.0323651,0.00425,0.0004,0.00530605,"1999-10-18 00:00:00","1999-10-20 00:00:00",,,ND,,<DL,,,,,,,,ND,<DL,,,ND,ND,ND,<DL,,ND,,<DL,,<DL,ND,<DL,ND,<DL,<DL,,,ND,ND,
CA014120,10067,0.0436855,0.221025,0.0007,0.519032,0.012,0.0993952,0.137318,0.0203344,0.00392031,0.000562078,0.00446105,0.399502,0.00015,0.001,0.0174457,0.0211064,0.00065,0.0003,0.0002,0.000305941,0.00448595,0.00015,0.00478833,0.0002,0.00119886,0.00045,0.0008,0.00105,0.00085,0.0007,0.0037,0.00406261,0.0483458,0.00425,0.0004,0.00713625,"1999-10-18 00:00:00","1999-10-20 00:00:00",,,ND,,<DL,,,,,,,,ND,<DL,,,ND,ND,<DL,,,<DL,,<DL,,<DL,ND,<DL,<DL,<DL,<DL,,,<DL,ND,
CA017110,10068,0.00125,0.0692723,0.0007,2.36744,0.0412824,0.0798271,0.0442723,0.00582493,0.00627522,0.00015,0.0023523,0.074964,0.00015,0.00294669,0.00458934,0.0207565,0.00065,0.0003,0.00135447,0.000976225,0.0102954,0.00015,0.00118876,0.000569164,0.000976225,0.00045,0.0008,0.00105,0.00085,0.0007,0.00758285,0.00165,0.00985,0.00425,0.0004,0.00432637,"1999-11-03 00:00:00","1999-11-05 00:00:00",ND,,ND,,,,,,,<DL,,,ND,,,,<DL,<DL,,,,ND,,,,ND,ND,<DL,<DL,ND,,<DL,<DL,ND,<DL,
CA017120,10069,0.00125,0.0699824,0.0007,2.38489,0.152302,0.0553954,0.0353603,0.00401406,0.00633392,0.000302285,0.00220387,0.100246,0.00015,0.00301582,0.002,0.0245905,0.00065,0.0003,0.000973638,0.00108963,0.00974341,0.00015,0.000836555,0.0002,0.00025,0.00045,0.0008,0.00105,0.00085,0.0007,0.00751494,0.00429174,0.0206011,0.00425,0.0004,0.00517399,"1999-11-03 00:00:00","1999-11-05 00:00:00",ND,,ND,,,,,,,,,,ND,,<DL,,<DL,ND,,,,ND,,<DL,<DL,<DL,ND,<DL,ND,ND,,,,<DL,ND,
CA002110,10071,0.0328,0.0755,0.0007,1.693,0.0725,0.0694,0.0677,0.0044,0.0043,0.0014,0.0004,0.0392,0.00015,0.001,0.002,0.0055,0.00065,0.0003,0.0002,0.0003,0.0069,0.00015,0.0008,0.0002,0.0022,0.00045,0.0008,0.00105,0.00085,0.0007,0.0037,0.00165,0.00985,0.00425,0.0004,0.0016,"1999-07-26 00:00:00","1999-07-28 00:00:00",,,ND,,,,,,,,<DL,,ND,<DL,<DL,,ND,<DL,<DL,,,ND,,<DL,,ND,<DL,ND,<DL,<DL,<DL,ND,<DL,ND,<DL,
CA006120,10073,0.0158,0.0626,0.0007,1.766,0.0368,0.0513,0.0501,0.0055,0.006,0.00015,0.0023,0.0767,0.00015,0.002,0.002,0.0104,0.00065,0.0003,0.0008,0.0019,0.0062,0.00015,0.0006,0.0002,0.0007,0.00045,0.0008,0.00105,0.00085,0.0007,0.0037,0.00165,0.00985,0.00425,0.0004,0.0041,"1999-09-13 00:00:00","1999-09-15 00:00:00",,,ND,,,,,,,<DL,,,ND,,<DL,,ND,<DL,,,,ND,,ND,,ND,ND,<DL,<DL,ND,<DL,<DL,<DL,ND,<DL,
CA006110,10074,0.0344,0.1166,0.0007,1.982,0.012,0.082,0.1245,0.0112,0.007,0.0035,0.0024,0.0974,0.00015,0.0021,0.0051,0.0131,0.00065,0.0003,0.0002,0.0017,0.0058,0.00015,0.0012,0.0002,0.00025,0.00045,0.0008,0.00105,0.00085,0.0007,0.0037,0.00165,0.00985,0.00425,0.0004,0.0046,"1999-09-13 00:00:00","1999-09-15 00:00:00",,,ND,,<DL,,,,,,,,ND,,,,ND,ND,<DL,,,ND,,ND,<DL,<DL,ND,ND,<DL,ND,<DL,ND,<DL,ND,ND,
CA005120,10076,0.00125,0.0679376,0.0007,1.34177,0.0543847,0.0566724,0.0583709,0.00690815,0.00350087,0.00015,0.00153206,0.0959445,0.00015,0.001,0.002,0.0103847,0.00065,0.0003,0.0002,0.00164645,0.00555979,0.00015,0.00137262,0.0002,0.00025,0.00045,0.0008,0.00105,0.00085,0.0007,0.0037,0.00165,0.0224645,0.00896707,0.0004,0.00306413,"1999-08-31 00:00:00","1999-09-02 00:00:00",ND,,ND,,,,,,,<DL,,,ND,<DL,<DL,,ND,<DL,<DL,,,ND,,ND,ND,<DL,<DL,<DL,<DL,ND,<DL,ND,,,ND,
CA005110,10078,0.00372234,0.0874732,0.0007,1.08066,0.163883,0.0875803,0.0803355,0.0052748,0.00247323,0.00054247,0.000942184,0.0621699,0.00015,0.001,0.002,0.00975018,0.00065,0.0003,0.0002,0.000849393,0.00529979,0.00015,0.00138829,0.0002,0.00025,0.00045,0.0008,0.00105,0.00085,0.0007,0.0037,0.00165,0.00985,0.00425,0.0004,0.00299072,"1999-08-31 00:00:00","1999-09-02 00:00:00",,,ND,,,,,,,,,,ND,<DL,<DL,,ND,ND,ND,,,<DL,,ND,<DL,<DL,ND,<DL,<DL,<DL,<DL,ND,<DL,ND,ND,
